time,price,volume
12/26/14,324.5525,3770928.685
12/27/14,322,3480984.41
12/28/14,316.3025,3251566.465
12/29/14,315.135,3238951.17
12/30/14,312.705,3592930.355
12/31/14,314.3725,3246659.59
1/1/15,317.0075,2042943.68
1/2/15,314.895,2344350.385
1/3/15,300.765,7128465.58
1/4/15,274.415,12172080.66
1/5/15,270.1925,7525188.015
1/6/15,278.435,3059789.905
1/7/15,287.6025,4428915.435
1/8/15,286.4325,2908247.545
1/9/15,284.6325,2992064.08
1/10/15,280.6375,2081040.885
1/11/15,269.9725,2068931.435
1/12/15,267.62,3462350.415
1/13/15,244.205,11420729.25
1/14/15,193.59,16541134.48
1/15/15,192.6275,12898544.99
1/16/15,209.5125,6635601.675
1/17/15,202.7175,4364163.045
1/18/15,205.8775,4234926.795
1/19/15,212.86,3388018.93
1/20/15,211.6025,3981942.575
1/21/15,218.7875,4716772.885
1/22/15,231.305,6281007.475
1/23/15,231.67,4446787.055
1/24/15,239.6975,4022491.355
1/25/15,249.51,6279919.055
1/26/15,270.92,14956105.56
1/27/15,264.1525,6590531.655
1/28/15,248.79,7972183.67
1/29/15,233.0075,6388966.96
1/30/15,234.4625,5682401.015
1/31/15,225.5425,4843731.05
2/1/15,221.2375,4549586.965
2/2/15,231.7975,4502414.61
2/3/15,234.415,7531671.295
2/4/15,226.2325,6275270.83
2/5/15,221.825,4548177.92
2/6/15,220.3225,5840517.345
2/7/15,226.005,4543196.73
2/8/15,225.27,3296985.58
2/9/15,221.1675,10142210.24
2/10/15,219.16,9481721.91
2/11/15,219.8275,7990555.8
2/12/15,220.23,5567304.7
2/13/15,230.04,13177679.03
2/14/15,247.86,16723711.38
2/15/15,245.76,22050131.48
2/16/15,234.285,13651572.33
2/17/15,239.5575,14021572.17
2/18/15,238.9025,11956339.08
2/19/15,239.025,7959261.66
2/20/15,243.2575,10259215.65
2/21/15,244.725,5306857.255
2/22/15,239.85,9091529.85
2/23/15,236.485,7459610.775
2/24/15,238.365,5416492.75
2/25/15,237.6125,4565226.5
2/26/15,236.3825,6057919.415
2/27/15,246.105,21225314.83
2/28/15,252.915,5019502.055
3/1/15,254.355,6507694.75
3/2/15,265.66,10821858.94
3/3/15,276.895,22907707.11
3/4/15,275.7375,19397960.37
3/5/15,272.7,16861549.33
3/6/15,273.7,13556870.13
3/7/15,273.7825,8384357.77
3/8/15,274.8725,6976615.49
3/9/15,282.89,21705482.33
3/10/15,292.6175,23407912.87
3/11/15,293.3775,11811405.48
3/12/15,294.315,15857534.34
3/13/15,290.515,14192978.06
3/14/15,284.1275,10785799.54
3/15/15,283.31,5639144.33
3/16/15,288.5175,9710972.36
3/17/15,287.875,9420357.32
3/18/15,268.785,27798990.42
3/19/15,257.1625,23352889.18
3/20/15,261.3175,6953004.305
3/21/15,259.6925,6732506.405
3/22/15,264.425,7518692.71
3/23/15,266.105,10915693.57
3/24/15,255.4675,19092110.83
3/25/15,244.285,16111819.66
3/26/15,248.15,11251015.66
3/27/15,247.4375,7803171.47
3/28/15,249.94,6973023.33
3/29/15,246.46,9524439.925
3/30/15,243.5625,10524581.66
3/31/15,245.205,9295504.245
4/1/15,244.4075,8239801.19
4/2/15,249.485,10217702.17
4/3/15,253.7175,9168095.405
4/4/15,253.23,3917938.895
4/5/15,255.8475,5660550.76
4/6/15,257.095,5951664.62
4/7/15,253.4225,5722922.27
4/8/15,248.5925,12752040.32
4/9/15,242.9325,8458043.69
4/10/15,238.365,11914311.42
4/11/15,236.0825,6185737.595
4/12/15,235.53,3923783.03
4/13/15,229.1375,12044051.15
4/14/15,220.1425,12715397.23
4/15/15,220.4175,8588290.435
4/16/15,225.8375,9699966.595
4/17/15,225.1025,7541241.59
4/18/15,222.745,4094486.155
4/19/15,223.8175,4010042.295
4/20/15,223.89,5063782.65
4/21/15,229.1325,7863581.445
4/22/15,234.4275,9178811.935
4/23/15,234.47,5012535.235
4/24/15,233.025,8145476.01
4/25/15,228.1425,5029725.205
4/26/15,221.425,11094749.07
4/27/15,226.7275,13909924.68
4/28/15,226.6675,7481194.855
4/29/15,225.18,6902114.88
4/30/15,231.47,13177217.7
5/1/15,235.195,7119279.63
5/2/15,234.165,4370329.095
5/3/15,238.1775,6722434.825
5/4/15,239.9025,8334179.53
5/5/15,236.545,9205532.415
5/6/15,232.81,12115658.73
5/7/15,234.085,10703511.61
5/8/15,241.0625,10656751.72
5/9/15,242.8825,7671948.115
5/10/15,241.1025,5339146.595
5/11/15,241.145,6938348.215
5/12/15,241.3925,4876147.36
5/13/15,238.985,10206911.09
5/14/15,236.2025,8452336.565
5/15/15,237.115,5489403.635
5/16/15,236.445,3221061.79
5/17/15,236.4125,3383367.44
5/18/15,234.375,6284701.49
5/19/15,232.6075,4795483.39
5/20/15,233.155,5838212.435
5/21/15,234.9,5078676.92
5/22/15,238.0775,8852375.7
5/23/15,239.7725,4347840.2
5/24/15,239.9475,3654254.1
5/25/15,238.9975,3163843.17
5/26/15,237.455,4439753.94
5/27/15,237.4925,5746764.36
5/28/15,237.3125,4272211.015
5/29/15,236.8425,4640150.39
5/30/15,234.725,4890099.445
5/31/15,231.545,4537811.035
6/1/15,226.4275,9872988.305
6/2/15,224.6425,6863427.24
6/3/15,225.72,6167095.95
6/4/15,225.0025,4989123.325
6/5/15,224.505,6380151.8
6/6/15,224.83,2548682.66
