"date","datetime","time","open","high","low","close","volumefrom","volumeto"
2013-06-30,2013-06-30T00:00:00Z,1372550400,112.73,116.75,108.61,111.97,20.3,2279.17
2013-07-01,2013-07-01T00:00:00Z,1372636800,118.99,133.33,95.6,108.61,135.69,14816.41
2013-07-02,2013-07-02T00:00:00Z,1372723200,106.4,117.6,86.59,91.7,118.9,12014.73
2013-07-03,2013-07-03T00:00:00Z,1372809600,104.03,111,95.9,100.46,128.61,13349.72
2013-07-04,2013-07-04T00:00:00Z,1372896000,110.97,111.87,76.89,105.74,104.57,9866.76
2013-07-05,2013-07-05T00:00:00Z,1372982400,103.66,109.95,76.84,77.39,110.32,10024.47
2013-07-06,2013-07-06T00:00:00Z,1373068800,95.79,107.29,74.71,101.09,34.68,3217.91
2013-07-07,2013-07-07T00:00:00Z,1373155200,85.73,97.54,82.39,97.54,34.43,3118.88
2013-07-08,2013-07-08T00:00:00Z,1373241600,95.87,133.33,69.67,69.67,75.5,7539.86
2013-07-09,2013-07-09T00:00:00Z,1373328000,101.09,109.89,76.18,76.18,168.13,15700.46
2013-07-10,2013-07-10T00:00:00Z,1373414400,109.89,111.86,78.92,111.86,139.11,13929.22
2013-07-11,2013-07-11T00:00:00Z,1373500800,111.86,111.86,76.03,102.53,98.3,9349.6
2013-07-12,2013-07-12T00:00:00Z,1373587200,96.95,127.6,84.68,117.93,151.18,14481.57
2013-07-13,2013-07-13T00:00:00Z,1373673600,110.01,128.13,83.05,104.9,57.43,5337.61
2013-07-14,2013-07-14T00:00:00Z,1373760000,104.9,114.95,104.9,114.95,20.24,2228.45
2013-07-15,2013-07-15T00:00:00Z,1373846400,113,144.69,85.25,112,155.55,16735.58
2013-07-16,2013-07-16T00:00:00Z,1373932800,112.3,123.33,86.76,113.43,84.15,9339.07
2013-07-17,2013-07-17T00:00:00Z,1374019200,118.92,118.92,86.79,90,113.73,11897.74
2013-07-18,2013-07-18T00:00:00Z,1374105600,113.81,120.19,79.28,79.28,106.97,11514.74
2013-07-19,2013-07-19T00:00:00Z,1374192000,102.56,113.82,96.49,109.04,125.17,12473.81
2013-07-20,2013-07-20T00:00:00Z,1374278400,99.92,110.52,98,106.84,19.39,1954.55
2013-07-21,2013-07-21T00:00:00Z,1374364800,107.87,110.52,90,96.5,24.42,2385.71
2013-07-22,2013-07-22T00:00:00Z,1374451200,105.1,109.51,78.98,106.91,302.85,27349.55
2013-07-23,2013-07-23T00:00:00Z,1374537600,107.25,115,90.35,107.25,143.88,14725.27
2013-07-24,2013-07-24T00:00:00Z,1374624000,104.85,112.83,90.38,106.64,138.05,14372.11
2013-07-25,2013-07-25T00:00:00Z,1374710400,92.03,111.02,92,111.02,97.97,10204.29
2013-07-26,2013-07-26T00:00:00Z,1374796800,106.26,114.6,89,102.92,122.54,13121.48
2013-07-27,2013-07-27T00:00:00Z,1374883200,108.34,109.61,100.36,103.71,73.29,7625.29
2013-07-28,2013-07-28T00:00:00Z,1374969600,110.19,110.19,92,92,50.03,5076.03
2013-07-29,2013-07-29T00:00:00Z,1375056000,109.61,116.03,87,100.94,236.9,25116.55
2013-07-30,2013-07-30T00:00:00Z,1375142400,106.23,118.48,87,114.59,249.44,26421.59
2013-07-31,2013-07-31T00:00:00Z,1375228800,112.61,128.43,87,118.88,276.13,31912.96
2013-08-01,2013-08-01T00:00:00Z,1375315200,118.88,126.11,95,120.34,143.83,16533.5
2013-08-02,2013-08-02T00:00:00Z,1375401600,120.34,126.85,94.99,116.26,191.3,21013.47
2013-08-03,2013-08-03T00:00:00Z,1375488000,116.26,126.07,93,122.03,71.69,8115.13
2013-08-04,2013-08-04T00:00:00Z,1375574400,122.03,123.71,99.95,99.95,16.66,1968.57
2013-08-05,2013-08-05T00:00:00Z,1375660800,99.95,128.37,99.95,128.37,210.82,24719.07
2013-08-06,2013-08-06T00:00:00Z,1375747200,128.37,142.9,101.29,130.8,166,19619.28
2013-08-07,2013-08-07T00:00:00Z,1375833600,130.8,130.8,102.43,121.21,155.93,18369.79
2013-08-08,2013-08-08T00:00:00Z,1375920000,121.21,127.49,99.28,120.93,104.68,12236.69
2013-08-09,2013-08-09T00:00:00Z,1376006400,120.93,130.27,98.06,119,88.77,10557.42
2013-08-10,2013-08-10T00:00:00Z,1376092800,119,125.03,116.39,116.99,30.3,3563.41
2013-08-11,2013-08-11T00:00:00Z,1376179200,116.99,125.49,103,125.49,84.9,9416.08
2013-08-12,2013-08-12T00:00:00Z,1376265600,125.49,125.6,100,120.12,89.91,10738.32
2013-08-13,2013-08-13T00:00:00Z,1376352000,120.12,139.28,102,106.33,206.9,24165.41
2013-08-14,2013-08-14T00:00:00Z,1376438400,106.33,137.45,103.73,129,180.22,21140.31
2013-08-15,2013-08-15T00:00:00Z,1376524800,129,145.81,100,135.27,106.76,12799.08
2013-08-16,2013-08-16T00:00:00Z,1376611200,135.27,135.27,100,100,133.99,15492.35
2013-08-17,2013-08-17T00:00:00Z,1376697600,100,135,100,116.28,27.49,3252.13
2013-08-18,2013-08-18T00:00:00Z,1376784000,116.28,136.79,95,104.1,64.49,7328.6
2013-08-19,2013-08-19T00:00:00Z,1376870400,104.1,156.42,95,128.78,133.32,16082.61
2013-08-20,2013-08-20T00:00:00Z,1376956800,111.07,146.26,95,95,224.3,28644.95
2013-08-21,2013-08-21T00:00:00Z,1377043200,95,145,95,139.8,245.84,31845.41
2013-08-22,2013-08-22T00:00:00Z,1377129600,139.8,148.14,117.57,133.99,101.7,13553.9
2013-08-23,2013-08-23T00:00:00Z,1377216000,133.99,142,110,117.48,237.17,29159.52
2013-08-24,2013-08-24T00:00:00Z,1377302400,117.48,140.82,110,128.5,84.06,10326.73
2013-08-25,2013-08-25T00:00:00Z,1377388800,128.5,140.75,100,109.53,31.53,4034.05
2013-08-26,2013-08-26T00:00:00Z,1377475200,109.53,145,109.53,132.9,219.38,27480.2
2013-08-27,2013-08-27T00:00:00Z,1377561600,132.9,151.87,115.46,137.46,193.25,25585.22
2013-08-28,2013-08-28T00:00:00Z,1377648000,137.46,158.73,122,134.1,302.99,40959.48
2013-08-29,2013-08-29T00:00:00Z,1377734400,134.1,151.05,122,142.54,257.31,34317.24
2013-08-30,2013-08-30T00:00:00Z,1377820800,142.54,149.9,123.47,139,192.94,26043.74
2013-08-31,2013-08-31T00:00:00Z,1377907200,139,165,137,157.96,58.68,8666.32
2013-09-01,2013-09-01T00:00:00Z,1377993600,157.96,158.75,124.22,158.75,84.09,12977.78
2013-09-02,2013-09-02T00:00:00Z,1378080000,158.75,163.47,123.61,137.85,324.03,47743.18
2013-09-03,2013-09-03T00:00:00Z,1378166400,137.85,169.53,132.3,150.78,324.24,47352.08
2013-09-04,2013-09-04T00:00:00Z,1378252800,150.78,166.95,133.09,149.89,292.83,41817.46
2013-09-05,2013-09-05T00:00:00Z,1378339200,149.89,164.84,120,125,312.52,41314.22
2013-09-06,2013-09-06T00:00:00Z,1378425600,125,159.43,122.73,137.39,198.06,26939.89
2013-09-07,2013-09-07T00:00:00Z,1378512000,137.39,152.86,116,136.28,45.8,6203.37
2013-09-08,2013-09-08T00:00:00Z,1378598400,136.28,143.09,120,136.12,136.19,18175.13
2013-09-09,2013-09-09T00:00:00Z,1378684800,136.12,150.07,122,134,233.34,31404.54
2013-09-10,2013-09-10T00:00:00Z,1378771200,134,148.95,113,140,407.55,51638.99
2013-09-11,2013-09-11T00:00:00Z,1378857600,140,157.4,120.93,148.21,243.77,33817.19
2013-09-12,2013-09-12T00:00:00Z,1378944000,148.21,150.4,126,150.35,192.64,26735.62
2013-09-13,2013-09-13T00:00:00Z,1379030400,150.35,151.23,120.64,141.57,289.9,38745.31
2013-09-14,2013-09-14T00:00:00Z,1379116800,141.57,148.81,128.03,135.15,25.68,3714.51
2013-09-15,2013-09-15T00:00:00Z,1379203200,135.15,148.98,128,147.87,52.18,7272.1
2013-09-16,2013-09-16T00:00:00Z,1379289600,147.87,163.37,126.5,139.6,218.44,31154.87
2013-09-17,2013-09-17T00:00:00Z,1379376000,139.6,164.17,126,140.38,233.17,33033.86
2013-09-18,2013-09-18T00:00:00Z,1379462400,140.38,165.44,123,126.5,416.74,56610.1
2013-09-19,2013-09-19T00:00:00Z,1379548800,126.5,154.78,125,138.07,107.92,15446.12
2013-09-20,2013-09-20T00:00:00Z,1379635200,138.07,155,123,142,211.77,28967.17
2013-09-21,2013-09-21T00:00:00Z,1379721600,142,148,135.14,148,54.79,7713.16
2013-09-22,2013-09-22T00:00:00Z,1379808000,148,148,123,143.09,44.6,6261.41
2013-09-23,2013-09-23T00:00:00Z,1379894400,143.09,151.22,113.66,122,329.95,43129.82
2013-09-24,2013-09-24T00:00:00Z,1379980800,122,150.41,121.26,143.49,349.97,46651.13
2013-09-25,2013-09-25T00:00:00Z,1380067200,143.49,152.31,122.84,126,256.79,35367.84
2013-09-26,2013-09-26T00:00:00Z,1380153600,126,153.03,125,125.54,219.28,30219.57
2013-09-27,2013-09-27T00:00:00Z,1380240000,125.54,152.88,125,148.84,196.93,27526.71
2013-09-28,2013-09-28T00:00:00Z,1380326400,148.84,158,127.8,142.22,56.7,8286.65
2013-09-29,2013-09-29T00:00:00Z,1380412800,142.22,160,129.26,142.08,75.6,10696.66
2013-09-30,2013-09-30T00:00:00Z,1380499200,142.08,156.1,126.03,150.28,233.09,33987.54
2013-10-01,2013-10-01T00:00:00Z,1380585600,150.28,156.21,129.19,155.44,201.17,29362.48
2013-10-02,2013-10-02T00:00:00Z,1380672000,155.44,161.84,130.46,134.08,185.72,27777.24
2013-10-03,2013-10-03T00:00:00Z,1380758400,134.08,177.39,110.48,163.87,68.73,9958
2013-10-04,2013-10-04T00:00:00Z,1380844800,163.87,175,114.61,157.88,119.12,14599.22
2013-10-05,2013-10-05T00:00:00Z,1380931200,157.88,157.88,116.17,143.38,105.52,12690.38
2013-10-06,2013-10-06T00:00:00Z,1381017600,143.38,167.1,123.45,140.24,43.47,6129.54
2013-10-07,2013-10-07T00:00:00Z,1381104000,140.24,164.1,140.24,142.61,65.45,9488.85
2013-10-08,2013-10-08T00:00:00Z,1381190400,142.61,169.77,113.79,145.79,113.01,15861.95
2013-10-09,2013-10-09T00:00:00Z,1381276800,145.79,186.83,130.09,146.65,151.74,22345.02
2013-10-10,2013-10-10T00:00:00Z,1381363200,146.65,154.95,114.16,147.15,105.3,15104.46
2013-10-11,2013-10-11T00:00:00Z,1381449600,147.15,156.8,117,147.95,377.33,52442.5
2013-10-12,2013-10-12T00:00:00Z,1381536000,147.95,159.84,133.01,159.84,64.34,9524.36
2013-10-13,2013-10-13T00:00:00Z,1381622400,159.84,160.18,133.84,151.77,76.19,11314.15
2013-10-14,2013-10-14T00:00:00Z,1381708800,151.77,185,131.11,184.66,211.96,31898.4
2013-10-15,2013-10-15T00:00:00Z,1381795200,184.66,184.66,139.92,158.69,128.6,19452.68
2013-10-16,2013-10-16T00:00:00Z,1381881600,158.69,189.82,131.11,145.36,231.3,37427.13
2013-10-17,2013-10-17T00:00:00Z,1381968000,145.36,175.8,135.73,175.7,167.67,25986.11
2013-10-18,2013-10-18T00:00:00Z,1382054400,175.7,202.63,142.24,172,188.78,29463.93
2013-10-19,2013-10-19T00:00:00Z,1382140800,172,196.61,131,184.49,167.86,26005.92
2013-10-20,2013-10-20T00:00:00Z,1382227200,184.49,206.12,148.18,193.52,78.36,14929.48
2013-10-21,2013-10-21T00:00:00Z,1382313600,193.52,213.56,160.6,210.57,197.54,37179.54
2013-10-22,2013-10-22T00:00:00Z,1382400000,210.57,235,158.65,223.27,175.39,34419.62
2013-10-23,2013-10-23T00:00:00Z,1382486400,223.27,243.43,167.83,237.44,239.21,48617.11
2013-10-24,2013-10-24T00:00:00Z,1382572800,237.44,245,162.72,210,185.1,40092.81
2013-10-25,2013-10-25T00:00:00Z,1382659200,210,256.17,182.63,232,198.03,40532.77
2013-10-26,2013-10-26T00:00:00Z,1382745600,232,232,196.25,216.63,72.54,15100.57
2013-10-27,2013-10-27T00:00:00Z,1382832000,216.63,231.9,178.51,213.89,59.53,12345.21
2013-10-28,2013-10-28T00:00:00Z,1382918400,213.89,234.12,181.36,218.24,203.41,42884.53
2013-10-29,2013-10-29T00:00:00Z,1383004800,218.24,240.6,190.09,227.11,111.98,23432.3
2013-10-30,2013-10-30T00:00:00Z,1383091200,227.11,248.16,193.18,221.69,156.45,34227.49
2013-10-31,2013-10-31T00:00:00Z,1383177600,221.69,242.66,189.36,229.95,51.08,11195.79
2013-11-01,2013-11-01T00:00:00Z,1383264000,229.95,246.92,188.42,225.6,83.67,18517.55
2013-11-02,2013-11-02T00:00:00Z,1383350400,225.6,248.91,197.9,248.91,56.77,12990.14
2013-11-03,2013-11-03T00:00:00Z,1383436800,248.91,249.31,227.17,233.5,23.96,5686.47
2013-11-04,2013-11-04T00:00:00Z,1383523200,233.5,289.31,206.9,268.9,145.24,34220.91
2013-11-05,2013-11-05T00:00:00Z,1383609600,268.9,295.81,199.35,269.24,189.04,45833.03
2013-11-06,2013-11-06T00:00:00Z,1383696000,269.24,318.36,198.58,317.93,92.03,25549.35
2013-11-07,2013-11-07T00:00:00Z,1383782400,317.93,367.57,210.03,324.93,153.22,45202.3
2013-11-08,2013-11-08T00:00:00Z,1383868800,324.93,388,252.89,365,171.21,55762.47
2013-11-09,2013-11-09T00:00:00Z,1383955200,365,437.08,306.54,432,71.09,27106.22
2013-11-10,2013-11-10T00:00:00Z,1384041600,432,432,305.56,331.05,38.12,13432.85
2013-11-11,2013-11-11T00:00:00Z,1384128000,331.05,470.56,326.57,403.21,115.5,43171.27
2013-11-12,2013-11-12T00:00:00Z,1384214400,403.21,466.75,310.37,405.49,149.3,56754.55
2013-11-13,2013-11-13T00:00:00Z,1384300800,405.49,510.85,307.16,455.79,191.9,79349.95
2013-11-14,2013-11-14T00:00:00Z,1384387200,455.79,611.79,281.14,472.74,145.84,64441.29
2013-11-15,2013-11-15T00:00:00Z,1384473600,472.74,546.43,400.56,453.38,82.92,38623.08
2013-11-16,2013-11-16T00:00:00Z,1384560000,453.38,603.92,433.83,515.23,87.08,44237.45
2013-11-17,2013-11-17T00:00:00Z,1384646400,515.23,565.86,417.99,547.08,54.12,27901.74
2013-11-18,2013-11-18T00:00:00Z,1384732800,547.08,899,366.64,899,201.5,116841.82
2013-11-19,2013-11-19T00:00:00Z,1384819200,899,1125,437.56,679.75,118.06,90815.62
2013-11-20,2013-11-20T00:00:00Z,1384905600,679.75,1011.69,486.31,696.72,67.28,42442.23
2013-11-21,2013-11-21T00:00:00Z,1384992000,696.72,1125,419.03,819.07,104.4,75528.77
2013-11-22,2013-11-22T00:00:00Z,1385078400,819.07,962.63,515.6,836.28,79.37,60694.77
2013-11-23,2013-11-23T00:00:00Z,1385164800,836.28,1072.99,579.02,947.71,12.94,11395.13
2013-11-24,2013-11-24T00:00:00Z,1385251200,947.71,1072.45,777.03,974.55,23.85,22598.93
2013-11-25,2013-11-25T00:00:00Z,1385337600,974.55,1148.73,621.23,882.5,47.22,42626.04
2013-11-26,2013-11-26T00:00:00Z,1385424000,882.5,1093.38,816.31,1022.01,94.75,87471.93
2013-11-27,2013-11-27T00:00:00Z,1385510400,1022.01,1222.86,824.04,1125,86.57,89033.83
2013-11-28,2013-11-28T00:00:00Z,1385596800,1125,1397,735.21,1096.72,129.3,146664.87
2013-11-29,2013-11-29T00:00:00Z,1385683200,1096.72,1499,951.78,1451.42,118.16,152510.52
2013-11-30,2013-11-30T00:00:00Z,1385769600,1451.42,1649.8,953.52,1244.15,34.81,46986.58
2013-12-01,2013-12-01T00:00:00Z,1385856000,1244.15,1599,937.96,1191.99,23.08,27614.08
2013-12-02,2013-12-02T00:00:00Z,1385942400,1191.99,1710.49,977.17,1205.67,125.11,159584.03
2013-12-03,2013-12-03T00:00:00Z,1386028800,1205.67,1628.1,870.51,1202.37,124.72,150150.5
2013-12-04,2013-12-04T00:00:00Z,1386115200,1202.37,1500.18,1003.4,1334.11,105.03,129462.92
2013-12-05,2013-12-05T00:00:00Z,1386201600,1334.11,1736.94,800.17,1293.2,77.84,96102.97
2013-12-06,2013-12-06T00:00:00Z,1386288000,1293.2,1466.59,858.25,1110,40.25,45462.63
2013-12-07,2013-12-07T00:00:00Z,1386374400,1110,1500.69,638.75,818.73,30.66,29582.24
2013-12-08,2013-12-08T00:00:00Z,1386460800,818.73,1430,742.41,1016.27,17.21,16769.75
2013-12-09,2013-12-09T00:00:00Z,1386547200,1016.27,1619.57,762.02,1054.9,45.96,45759.5
2013-12-10,2013-12-10T00:00:00Z,1386633600,1054.9,1326.39,796.89,1090.23,52.33,54022.86
2013-12-11,2013-12-11T00:00:00Z,1386720000,1090.23,1376.07,881.54,1034.47,64.24,69305
2013-12-12,2013-12-12T00:00:00Z,1386806400,1034.47,1388.6,914.19,975.12,65,69052.59
2013-12-13,2013-12-13T00:00:00Z,1386892800,975.12,1316.99,841.28,1051.25,65.93,69569.15
2013-12-14,2013-12-14T00:00:00Z,1386979200,1051.25,1243.87,917.66,1043.37,10.33,10626.68
2013-12-15,2013-12-15T00:00:00Z,1387065600,1043.37,1370.81,905.87,1027.82,15.68,15614.22
2013-12-16,2013-12-16T00:00:00Z,1387152000,1027.82,1219.3,795.05,914.01,88.01,87270.58
2013-12-17,2013-12-17T00:00:00Z,1387238400,914.01,1132.32,745.38,848.76,62.73,53741.29
2013-12-18,2013-12-18T00:00:00Z,1387324800,848.76,992.46,519.44,800,100.97,76328.14
2013-12-19,2013-12-19T00:00:00Z,1387411200,800,1065.05,399.2,762,87.64,59706.65
2013-12-20,2013-12-20T00:00:00Z,1387497600,762,1299.69,229.06,873.87,55.94,43314.57
2013-12-21,2013-12-21T00:00:00Z,1387584000,873.87,1249.99,635.03,744.89,17.17,13095.47
2013-12-22,2013-12-22T00:00:00Z,1387670400,744.89,879.05,744.11,781.78,19.32,15420.8
2013-12-23,2013-12-23T00:00:00Z,1387756800,781.78,1369.69,606.57,782.64,47.72,34509.65
2013-12-24,2013-12-24T00:00:00Z,1387843200,782.64,1149.13,603.14,780.52,56.98,39779.92
2013-12-25,2013-12-25T00:00:00Z,1387929600,780.52,1154.57,780.52,787.04,1.96,1567.9
2013-12-26,2013-12-26T00:00:00Z,1388016000,787.04,912.41,727.09,896.49,12.04,9507.58
2013-12-27,2013-12-27T00:00:00Z,1388102400,896.49,940,739.76,869.74,34.55,29017.59
2013-12-28,2013-12-28T00:00:00Z,1388188800,869.74,1061.75,750,760.71,23.95,20127.51
2013-12-29,2013-12-29T00:00:00Z,1388275200,760.71,910,748.93,889.11,15.66,12678.79
2013-12-30,2013-12-30T00:00:00Z,1388361600,889.11,1007.04,754.6,830,37.32,30487.43
2013-12-31,2013-12-31T00:00:00Z,1388448000,830,1043.56,765.3,895.48,17.84,15366.8
2014-01-01,2014-01-01T00:00:00Z,1388534400,895.48,979.69,781.24,783.45,13.57,11500.32
2014-01-02,2014-01-02T00:00:00Z,1388620800,783.45,999.69,743.62,935.77,40.64,36404.16
2014-01-03,2014-01-03T00:00:00Z,1388707200,935.77,1188.69,790.46,983.85,47.52,43667.84
2014-01-04,2014-01-04T00:00:00Z,1388793600,983.85,1050,810,1050,16.65,14965.16
2014-01-05,2014-01-05T00:00:00Z,1388880000,1050,1202.23,806.29,999,8.61,8522.43
2014-01-06,2014-01-06T00:00:00Z,1388966400,999,1419.21,729.46,1275.42,46.34,46408.22
2014-01-07,2014-01-07T00:00:00Z,1389052800,1275.42,1913.49,846.32,1011.58,37.21,39818.59
2014-01-08,2014-01-08T00:00:00Z,1389139200,1011.58,1575.9,829,1006,41.66,39647.63
2014-01-09,2014-01-09T00:00:00Z,1389225600,1006,1204.62,826.93,992.54,36.08,35323.46
2014-01-10,2014-01-10T00:00:00Z,1389312000,992.54,1400.69,775.46,1021.62,35.71,32707.99
2014-01-11,2014-01-11T00:00:00Z,1389398400,1021.62,1121.55,836.34,917.97,31.98,30312.68
2014-01-12,2014-01-12T00:00:00Z,1389484800,917.97,1140.5,849.06,1037.92,12.74,12314.25
2014-01-13,2014-01-13T00:00:00Z,1389571200,1037.92,1097.03,858.69,984.46,83.32,79971.42
2014-01-14,2014-01-14T00:00:00Z,1389657600,984.46,1290.65,841.42,1000,74.2,69405.77
2014-01-15,2014-01-15T00:00:00Z,1389744000,1000,1290.15,851.51,1173.4,55.32,53941.96
2014-01-16,2014-01-16T00:00:00Z,1389830400,1173.4,1320.53,871.39,898.69,65.54,62335.36
2014-01-17,2014-01-17T00:00:00Z,1389916800,898.69,1109.15,781.37,1109.15,87.47,81368.4
2014-01-18,2014-01-18T00:00:00Z,1390003200,1109.15,1147.42,884.65,958.81,9.55,8985.3
2014-01-19,2014-01-19T00:00:00Z,1390089600,958.81,1138.89,898.51,977.1,17.71,17466.41
2014-01-20,2014-01-20T00:00:00Z,1390176000,977.1,1186.77,875.47,970,64.21,62244.26
2014-01-21,2014-01-21T00:00:00Z,1390262400,970,1121.19,863.83,990,49.71,49127.58
2014-01-22,2014-01-22T00:00:00Z,1390348800,990,1108.25,885.6,1100.4,74.25,71003.34
2014-01-23,2014-01-23T00:00:00Z,1390435200,1100.4,1109.19,882.2,900.76,61.49,57387.35
2014-01-24,2014-01-24T00:00:00Z,1390521600,900.76,1079.66,857.53,945,81.76,76379.08
2014-01-25,2014-01-25T00:00:00Z,1390608000,945,1040.96,869.76,1000.44,53.76,49614.11
2014-01-26,2014-01-26T00:00:00Z,1390694400,1000.44,1128.86,880.55,1000,17.46,16697.64
2014-01-27,2014-01-27T00:00:00Z,1390780800,1000,1134.36,891.21,944,22,21839.42
2014-01-28,2014-01-28T00:00:00Z,1390867200,944,1044.53,825,988.92,43.92,40687.63
2014-01-29,2014-01-29T00:00:00Z,1390953600,988.92,1088.33,846.58,950,66.86,61297.54
2014-01-30,2014-01-30T00:00:00Z,1391040000,950,1053.1,842.08,934.07,61.61,57246.73
2014-01-31,2014-01-31T00:00:00Z,1391126400,934.07,1074.75,864.69,940.01,87.09,80728.45
2014-02-01,2014-02-01T00:00:00Z,1391212800,940.01,1069.71,880,959.98,20.31,19414.4
2014-02-02,2014-02-02T00:00:00Z,1391299200,959.98,986.21,890,928.99,15.52,14604.76
2014-02-03,2014-02-03T00:00:00Z,1391385600,928.99,1073.96,900.64,900.64,60.27,56743.76
2014-02-04,2014-02-04T00:00:00Z,1391472000,900.64,1049.7,862.92,943.77,109.29,98866.06
2014-02-05,2014-02-05T00:00:00Z,1391558400,943.77,1049.54,855.71,917.12,65.92,59832.5
2014-02-06,2014-02-06T00:00:00Z,1391644800,917.12,1021.24,789.21,890,88.74,78571.84
2014-02-07,2014-02-07T00:00:00Z,1391731200,890,1068.38,747,773.07,109.02,95191.99
2014-02-08,2014-02-08T00:00:00Z,1391817600,773.07,997.3,766,804.74,16.79,14886.28
2014-02-09,2014-02-09T00:00:00Z,1391904000,804.74,890.24,741,850,25.65,20698.21
2014-02-10,2014-02-10T00:00:00Z,1391990400,850,900.84,639.24,866.27,70.14,53057.07
2014-02-11,2014-02-11T00:00:00Z,1392076800,866.27,1053.33,735.17,790,46.29,38390.21
2014-02-12,2014-02-12T00:00:00Z,1392163200,790,875.93,727,843.13,56.83,46075.91
2014-02-13,2014-02-13T00:00:00Z,1392249600,843.13,1010.42,583.65,787.41,37.62,30785.46
2014-02-14,2014-02-14T00:00:00Z,1392336000,787.41,933.98,587.63,780,73.61,51262.35
2014-02-15,2014-02-15T00:00:00Z,1392422400,780,865.98,703,703,30.8,23372.09
2014-02-16,2014-02-16T00:00:00Z,1392508800,703,805.07,700.92,740,23.92,17729.59
2014-02-17,2014-02-17T00:00:00Z,1392595200,740,790,656.74,765.94,52.37,37246.25
2014-02-18,2014-02-18T00:00:00Z,1392681600,765.94,865.72,669.08,705.97,47.65,34611.6
2014-02-19,2014-02-19T00:00:00Z,1392768000,705.97,780,678,745,76.24,54833.01
2014-02-20,2014-02-20T00:00:00Z,1392854400,745,745,637.13,674.27,59.02,40959.72
2014-02-21,2014-02-21T00:00:00Z,1392940800,674.27,740.65,601,713.73,61.56,41445.17
2014-02-22,2014-02-22T00:00:00Z,1393027200,713.73,808.86,623.84,745.14,20.03,13920.11
2014-02-23,2014-02-23T00:00:00Z,1393113600,745.14,784.6,346.51,728.37,34.6,24753.61
2014-02-24,2014-02-24T00:00:00Z,1393200000,728.37,840,600.36,720,91.1,62272.85
2014-02-25,2014-02-25T00:00:00Z,1393286400,720,899.39,487.16,672.64,82.2,52121.96
2014-02-26,2014-02-26T00:00:00Z,1393372800,672.64,700,487.16,700,118.66,70677.47
2014-02-27,2014-02-27T00:00:00Z,1393459200,700,700,497.02,674.84,95.31,61501.19
2014-02-28,2014-02-28T00:00:00Z,1393545600,674.84,700,606.68,665,71.49,46108.33
2014-03-01,2014-03-01T00:00:00Z,1393632000,665,681.24,590,668.36,11.6,7504.43
2014-03-02,2014-03-02T00:00:00Z,1393718400,668.36,719.9,601.29,650,15.42,9881.09
2014-03-03,2014-03-03T00:00:00Z,1393804800,650,770,562.59,760,92.91,61276.39
2014-03-04,2014-03-04T00:00:00Z,1393891200,760,973.18,638.11,791.94,98.33,73207.3
2014-03-05,2014-03-05T00:00:00Z,1393977600,791.94,3696.85,696.86,749.92,74.51,56095.11
2014-03-06,2014-03-06T00:00:00Z,1394064000,749.92,806.04,616.51,760,55.77,42100.78
2014-03-07,2014-03-07T00:00:00Z,1394150400,760,859.3,627,725,74.39,53358.95
2014-03-08,2014-03-08T00:00:00Z,1394236800,725,760.61,660,711.93,34.03,23522.92
2014-03-09,2014-03-09T00:00:00Z,1394323200,711.93,795.06,648.31,674.73,44.23,30639.69
2014-03-10,2014-03-10T00:00:00Z,1394409600,674.73,765.44,652,765.44,75.04,52240.36
2014-03-11,2014-03-11T00:00:00Z,1394496000,765.44,780.33,647.89,725.45,75.47,52456.42
2014-03-12,2014-03-12T00:00:00Z,1394582400,725.45,778.6,618.75,725,99.97,69685.96
2014-03-13,2014-03-13T00:00:00Z,1394668800,725,794.01,656.17,721.4,55.37,39310.72
2014-03-14,2014-03-14T00:00:00Z,1394755200,721.4,1072.65,662,725,117.73,81932.01
2014-03-15,2014-03-15T00:00:00Z,1394841600,725,843.56,662.48,843.56,24.63,17424.06
2014-03-16,2014-03-16T00:00:00Z,1394928000,843.56,843.56,667,669.53,12.02,8574.9
2014-03-17,2014-03-17T00:00:00Z,1395014400,669.53,839.76,652.97,707.62,68.49,47252.25
2014-03-18,2014-03-18T00:00:00Z,1395100800,707.62,738.86,642.23,713.33,110.36,74444.77
2014-03-19,2014-03-19T00:00:00Z,1395187200,713.33,734.64,639.04,660,73.87,51032.16
2014-03-20,2014-03-20T00:00:00Z,1395273600,660,731.59,635.09,690.24,93.04,61585.34
2014-03-21,2014-03-21T00:00:00Z,1395360000,690.24,765.86,609.77,670.19,75.18,49534.84
2014-03-22,2014-03-22T00:00:00Z,1395446400,670.19,675,594,610,22.03,14029.24
2014-03-23,2014-03-23T00:00:00Z,1395532800,610,665.17,557.25,646.83,16.74,10856.11
2014-03-24,2014-03-24T00:00:00Z,1395619200,646.83,690,593,665,79.02,50652.11
2014-03-25,2014-03-25T00:00:00Z,1395705600,665,694.47,609.32,655.22,67.33,43067.72
2014-03-26,2014-03-26T00:00:00Z,1395792000,655.22,963.17,603,610,108.95,67877.02
2014-03-27,2014-03-27T00:00:00Z,1395878400,610,680.92,546,673.67,136.22,84931.11
2014-03-28,2014-03-28T00:00:00Z,1395964800,673.67,673.67,529,590,63,35534.4
2014-03-29,2014-03-29T00:00:00Z,1396051200,590,601.85,518,601.85,20.52,11775.09
2014-03-30,2014-03-30T00:00:00Z,1396137600,601.85,601.85,499,560,28.95,16031.15
