"date","datetime","time","open","high","low","close","volumefrom","volumeto"
2013-06-12,2013-06-12T00:00:00Z,1370995200,124.36,128.64,112.72,125.68,40.4,4914.54
2013-06-13,2013-06-13T00:00:00Z,1371081600,120.92,128,96.77,104.91,81.29,9648.38
2013-06-14,2013-06-14T00:00:00Z,1371168000,121.64,123.61,110.37,114.98,47.25,5592.06
2013-06-15,2013-06-15T00:00:00Z,1371254400,112.8,119.23,93.49,117.15,26.64,3034.73
2013-06-16,2013-06-16T00:00:00Z,1371340800,114.98,124.2,110.5,120.98,12.87,1468.23
2013-06-17,2013-06-17T00:00:00Z,1371427200,113.2,133.33,100.96,100.96,130.86,15103.16
2013-06-18,2013-06-18T00:00:00Z,1371513600,118.72,133.33,98.73,119.69,28.08,3521.08
2013-06-19,2013-06-19T00:00:00Z,1371600000,133.33,133.33,98.73,129.4,51.72,6517.22
2013-06-20,2013-06-20T00:00:00Z,1371686400,125.65,136.11,109.85,130.49,53.31,6831.45
2013-06-21,2013-06-21T00:00:00Z,1371772800,133.65,136.11,119.29,119.29,45.74,5847.71
2013-06-22,2013-06-22T00:00:00Z,1371859200,123.18,134.32,119.31,121.29,29.51,3606.64
2013-06-23,2013-06-23T00:00:00Z,1371945600,121.29,128.8,119.05,125.28,17.66,2187.99
2013-06-24,2013-06-24T00:00:00Z,1372032000,122.11,133.33,99.99,117.3,50.62,5989.37
2013-06-25,2013-06-25T00:00:00Z,1372118400,123.39,133.33,99.99,133.33,53.34,6428.61
2013-06-26,2013-06-26T00:00:00Z,1372204800,120.81,127.63,117.01,120.81,29.72,3658.37
2013-06-27,2013-06-27T00:00:00Z,1372291200,123.31,133.33,97.86,119.14,98.45,11515.67
2013-06-28,2013-06-28T00:00:00Z,1372377600,119.92,133.33,95.6,133.33,95,10597.89
2013-06-29,2013-06-29T00:00:00Z,1372464000,133.33,133.33,96.93,120.93,32.21,3661.54
